ID,Title,Related requirements,Category,Severity,Resource type,AWS Config rule,Schedule type,Parameters,Description
ELB.14,Classic Load Balancer should be configured with defensive or strictest desync mitigation mode,"NIST.800-53.r5 AC-4(21), NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2",Data Protect > Data Integrity,Medium,AWS::ElasticLoadBalancing::LoadBalancer,clb-desync-mode-check,Change triggered,," This control checks whether a Classic Load Balancer is configured with defensive or strictest desync mitigation mode. The control fails if the Classic Load Balancer isn't configured with defensive or strictest desync mitigation mode. HTTP Desync issues can lead to request smuggling and make applications vulnerable to request queue or cache poisoning. In turn, these vulnerabilities can lead to credential hijacking or execution of unauthorized commands. Classic Load Balancers configured with defensive or strictest desync mitigation mode protect your application from security issues that may be caused by HTTP Desync."
ELB.16,Application Load Balancers should be associated with an AWS WAF web ACL,NIST.800-53.r5 AC-4(21),Protect > Protective services,Medium,AWS::ElasticLoadBalancingV2::LoadBalancer,alb-waf-enabled,Change triggered,None," This control checks whether an Application Load Balancer is associated with an AWS WAF Classic or AWS WAF web access control list (web ACL). The control fails if the   Enabled   field for the AWS WAF configuration is set to   false   . AWS WAF is a web application firewall that helps protect web applications and APIs from attacks. With AWS WAF, you can configure a web ACL, which is a set of rules that allow, block, or count web requests based on customizable web security rules and conditions that you define. We recommend associating your Application Load Balancer with an AWS WAF web ACL to help protect it from malicious attacks."
EMR.1,Amazon EMR cluster primary nodes should not have public IP addresses,"PCI DSS v3.2.1/1.2.1,PCI DSS v3.2.1/1.3.1,PCI DSS v3.2.1/1.3.2,PCI DSS v3.2.1/1.3.4,PCI DSS v3.2.1/1.3.6, NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(9)",Protect > Secure network configuration,High,AWS::EMR::Cluster,emr-master-no-public-ip,Periodic,None, This control checks whether master nodes on Amazon EMR clusters have public IP addresses. The control fails if public IP addresses are associated with any of the master node instances. Public IP addresses are designated in the   PublicIp   field of the   NetworkInterfaces   configuration for the instance. This control only checks Amazon EMR clusters that are in a   RUNNING   or   WAITING   state.
EMR.2,Amazon EMR block public access setting should be enabled,"NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(9)",Protect > Secure access management > Resource not publicly accessible,Critical,AWS::::Account,emr-block-public-access,Periodic,None, This control checks whether your account is configured with Amazon EMR block public access. The control fails if the block public access setting isn't enabled or if any port other than port 22 is allowed.
ES.1,Elasticsearch domains should have encryption at-rest enabled,"PCI DSS v3.2.1/3.4, NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-3(6), NIST.800-53.r5 SC-13, NIST.800-53.r5 SC-28, NIST.800-53.r5 SC-28(1), NIST.800-53.r5 SC-7(10), NIST.800-53.r5 SI-7(6)",Protect > Data protection > Encryption of data at rest,Medium,AWS::Elasticsearch::Domain,elasticsearch-encrypted-at-rest,Periodic,None," This control checks whether Elasticsearch domains have encryption at rest configuration enabled. The check fails if encryption at rest is not enabled. For an added layer of security for your sensitive data in OpenSearch, you should configure your OpenSearch to be encrypted at rest. Elasticsearch domains offer encryption of data at rest. The feature uses AWS KMS to store and manage your encryption keys. To perform the encryption, it uses the Advanced Encryption Standard algorithm with 256-bit keys (AES-256). To learn more about OpenSearch encryption at rest, see   Encryption of data at rest for Amazon OpenSearch Service   in the   Amazon OpenSearch Service Developer Guide   . Certain instance types, such as   t.small   and   t.medium   , don't support encryption of data at rest. For details, see   Supported instance types   in the   Amazon OpenSearch Service Developer Guide   ."
ES.2,Elasticsearch domains should not be publicly accessible,"PCI DSS v3.2.1/1.2.1,PCI DSS v3.2.1/1.3.1,PCI DSS v3.2.1/1.3.2,PCI DSS v3.2.1/1.3.4,PCI DSS v3.2.1/1.3.6, NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(9)",Protect > Secure network configuration > Resources within VPC,Critical,AWS::Elasticsearch::Domain,elasticsearch-in-vpc-only,Periodic,None," This control checks whether Elasticsearch domains are in a VPC. It does not evaluate the VPC subnet routing configuration to determine public access. You should ensure that Elasticsearch domains are not attached to public subnets. See   Resource-based policies   in the   Amazon OpenSearch Service Developer Guide   . You should also ensure that your VPC is configured according to the recommended best practices. See   Security best practices for your VPC   in the   Amazon VPC User Guide   . Elasticsearch domains deployed within a VPC can communicate with VPC resources over the private AWS network, without the need to traverse the public internet. This configuration increases the security posture by limiting access to the data in transit. VPCs provide a number of network controls to secure access to Elasticsearch domains, including network ACL and security groups. Security Hub recommends that you migrate public Elasticsearch domains to VPCs to take advantage of these controls."
ES.3,Elasticsearch domains should encrypt data sent between nodes,"NIST.800-53.r5 AC-4, NIST.800-53.r5 SC-13, NIST.800-53.r5 SC-23, NIST.800-53.r5 SC-23(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-8, NIST.800-53.r5 SC-8(1), NIST.800-53.r5 SC-8(2)",Protect > Data protection > Encryption of data in transit,Medium,AWS::Elasticsearch::Domain,elasticsearch-node-to-node-encryption-check,Change triggered,None, This control checks whether Elasticsearch domains have node-to-node encryption enabled. HTTPS (TLS) can be used to help prevent potential attackers from eavesdropping on or manipulating network traffic using person-in-the-middle or similar attacks. Only encrypted connections over HTTPS (TLS) should be allowed. Enabling node-to-node encryption for Elasticsearch domains ensures that intra-cluster communications are encrypted in transit. There can be a performance penalty associated with this configuration. You should be aware of and test the performance trade-off before enabling this option.
ES.4,Elasticsearch domain error logging to CloudWatch Logs should be enabled,"NIST.800-53.r5 AC-2(4), NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AC-6(9), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-3(8), NIST.800-53.r5 SI-4(20), NIST.800-53.r5 SI-7(8)",Identify - Logging,Medium,AWS::Elasticsearch::Domain,elasticsearch-logs-to-cloudwatch,Change triggered,," This control checks whether Elasticsearch domains are configured to send error logs to CloudWatch Logs. You should enable error logs for Elasticsearch domains and send those logs to CloudWatch Logs for retention and response. Domain error logs can assist with security and access audits, and can help to diagnose availability issues."
ES.5,Elasticsearch domains should have audit logging enabled,"NIST.800-53.r5 AC-2(4), NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AC-6(9), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-3(8), NIST.800-53.r5 SI-4(20), NIST.800-53.r5 SI-7(8)",Identify > Logging,Medium,AWS::Elasticsearch::Domain,elasticsearch-audit-logging-enabled   (custom Security Hub rule),Change triggered,," This control checks whether Elasticsearch domains have audit logging enabled. This control fails if an Elasticsearch domain does not have audit logging enabled. Audit logs are highly customizable. They allow you to track user activity on your Elasticsearch clusters, including authentication successes and failures, requests to OpenSearch, index changes, and incoming search queries."
ES.6,Elasticsearch domains should have at least three data nodes,"NIST.800-53.r5 CP-10, NIST.800-53.r5 CP-6(2), NIST.800-53.r5 SC-36, NIST.800-53.r5 SC-5(2), NIST.800-53.r5 SI-13(5)",Recover > Resilience > High availability,Medium,AWS::Elasticsearch::Domain,elasticsearch-data-node-fault-tolerance   (custom Security Hub rule),Change triggered,None, This control checks whether Elasticsearch domains are configured with at least three data nodes and   zoneAwarenessEnabled   is   true   . An Elasticsearch domain requires at least three data nodes for high availability and fault-tolerance. Deploying an Elasticsearch domain with at least three data nodes ensures cluster operations if a node fails.
ES.7,Elasticsearch domains should be configured with at least three dedicated master nodes,"NIST.800-53.r5 CP-10, NIST.800-53.r5 CP-6(2), NIST.800-53.r5 SC-36, NIST.800-53.r5 SC-5(2), NIST.800-53.r5 SI-13(5)",Recover > Resilience > High availability,Medium,AWS::Elasticsearch::Domain,elasticsearch-primary-node-fault-tolerance   (custom Security Hub rule),Change triggered,None," This control checks whether Elasticsearch domains are configured with at least three dedicated master nodes. This control fails if the domain does not use dedicated master nodes. This control passes if Elasticsearch domains have five dedicated master nodes. However, using more than three master nodes might be unnecessary to mitigate the availability risk, and will result in additional cost. An Elasticsearch domain requires at least three dedicated master nodes for high availability and fault-tolerance. Dedicated master node resources can be strained during data node blue/green deployments because there are additional nodes to manage. Deploying an Elasticsearch domain with at least three dedicated master nodes ensures sufficient master node resource capacity and cluster operations if a node fails."
ES.8,Connections to Elasticsearch domains should be encrypted using TLS 1.2,"NIST.800-53.r5 AC-17(2), NIST.800-53.r5 AC-4, NIST.800-53.r5 IA-5(1), NIST.800-53.r5 SC-12(3), NIST.800-53.r5 SC-13, NIST.800-53.r5 SC-23, NIST.800-53.r5 SC-23(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-8, NIST.800-53.r5 SC-8(1), NIST.800-53.r5 SC-8(2), NIST.800-53.r5 SI-7(6)",Protect > Data protection > Encryption of data in transit,Medium,AWS::Elasticsearch::Domain,elasticsearch-https-required   (custom Security Hub rule),Change triggered,None, This control checks whether connections to Elasticsearch domains are required to use TLS 1.2. The check fails if the Elasticsearch domain   TLSSecurityPolicy   is not Policy-Min-TLS-1-2-2019-07 or if HTTPS isn't enabled. HTTPS (TLS) can be used to help prevent potential attackers from using person-in-the-middle or similar attacks to eavesdrop on or manipulate network traffic. Only encrypted connections over HTTPS (TLS) should be allowed. Encrypting data in transit can affect performance. You should test your application with this feature to understand the performance profile and the impact of TLS. TLS 1.2 provides several security enhancements over previous versions of TLS.
EventBridge.3,EventBridge custom event buses should have a resource-based policy attached,,Protect > Secure access management > Resource policy configuration,Low,AWS::Events::EventBus,custom-schema-registry-policy-attached,Change triggered,None," This control checks if an Amazon EventBridge custom event bus has a resource-based policy attached. This control fails if the custom event bus doesn't have a resource-based policy. By default, an EventBridge custom event bus doesn't have a resource-based policy attached. This allows principals in the account to access the event bus. By attaching a resource-based policy to the event bus, you can limit access to the event bus to specified accounts, as well as intentionally grant access to entities in another account."
EventBridge.4,EventBridge global endpoints should have event replication enabled,,Recover > Resilience > High availability,Medium,AWS::Events::Endpoint,global-endpoint-event-replication-enabled,Change triggered,None," This control checks if event replication is enabled for an Amazon EventBridge global endpoint. The control fails if event replication isn't enabled for a global endpoint. Global endpoints help make your application Regional-fault tolerant. To start, you assign an Amazon RouteÂ 53 health check to the endpoint. When failover is initiated, the health check reports an ""unhealthy"" state. Within minutes of failover initiation, all custom events are routed to an event bus in the secondary Region and are processed by that event bus. When you use global endpoints, you can enable event replication. Event replication sends all custom events to the event buses in the primary and secondary Regions using managed rules. We recommend enabling event replication when setting up global endpoints. Event replication helps you verify that your global endpoints are configured correctly. Event replication is required to automatically recover from a failover event. If you donât have event replication enabled, youâll have to manually reset the RouteÂ 53 health check to ""healthy"" before events are rerouted back to the primary Region."
FSx.1,FSx for OpenZFS file systems should be configured to copy tags to backups and volumes,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2, NIST.800-53.r5 CM-2(2)",Identify > Inventory > Tagging,Low,AWS::FSx::FileSystem,fsx-openzfs-copy-tags-enabled,Change triggered,None," This control checks if an Amazon FSx for OpenZFS file system is configured to copy tags to backups and volumes. The control fails if the OpenZFS file system isn't configured to copy tags to backups and volumes. Identification and inventory of your IT assets is an important aspect of governance and security. Tags help you categorize your AWS resources in different ways, for example, by purpose, owner, or environment. This is useful when you have many resources of the same type because you can quickly identify a specific resource based on the tags that you assigned to it."
GuardDuty.1,GuardDuty should be enabled,"PCI DSS v3.2.1/11.4, NIST.800-53.r5 AC-2(12), NIST.800-53.r5 AU-6(1), NIST.800-53.r5 AU-6(5), NIST.800-53.r5 CA-7, NIST.800-53.r5 CM-8(3), NIST.800-53.r5 RA-3(4), NIST.800-53.r5 SA-11(1), NIST.800-53.r5 SA-11(6), NIST.800-53.r5 SA-15(2), NIST.800-53.r5 SA-15(8), NIST.800-53.r5 SA-8(19), NIST.800-53.r5 SA-8(21), NIST.800-53.r5 SA-8(25), NIST.800-53.r5 SC-5, NIST.800-53.r5 SC-5(1), NIST.800-53.r5 SC-5(3), NIST.800-53.r5 SI-20, NIST.800-53.r5 SI-3(8), NIST.800-53.r5 SI-4, NIST.800-53.r5 SI-4(1), NIST.800-53.r5 SI-4(13), NIST.800-53.r5 SI-4(2), NIST.800-53.r5 SI-4(22), NIST.800-53.r5 SI-4(25), NIST.800-53.r5 SI-4(4), NIST.800-53.r5 SI-4(5)",Detect > Detection services,High,AWS::::Account,guardduty-enabled-centralized,Periodic,None," This control checks whether Amazon GuardDuty is enabled in your GuardDuty account and Region. It is highly recommended that you enable GuardDuty in all supported AWS Regions. Doing so allows GuardDuty to generate findings about unauthorized or unusual activity, even in Regions that you do not actively use. This also allows GuardDuty to monitor CloudTrail events for global AWS services such as IAM."
IAM.1,"IAM policies should not allow full ""*"" administrative privileges","PCI DSS v3.2.1/7.2.1, CIS AWS Foundations Benchmark v1.2.0/1.22, CIS AWS Foundations Benchmark v1.4.0/1.16, NIST.800-53.r5 AC-2, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(15), NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-5, NIST.800-53.r5 AC-6, NIST.800-53.r5 AC-6(10), NIST.800-53.r5 AC-6(2), NIST.800-53.r5 AC-6(3)",Protect > Secure access management,High,AWS::IAM::Policy,iam-policy-no-statements-with-admin-access,Change triggered,," The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies. IAM policies define a set of privileges that are granted to users, groups, or roles. Following standard security advice, AWS recommends that you grant least privilege, which means to grant only the permissions that are required to perform a task. When you provide full administrative privileges instead of the minimum set of permissions that the user needs, you expose the resources to potentially unwanted actions. Instead of allowing full administrative privileges, determine what users need to do and then craft policies that let the users perform only those tasks. It is more secure to start with a minimum set of permissions and grant additional permissions as necessary. Do not start with permissions that are too lenient and then try to tighten them later."
IAM.2,IAM users should not have IAM policies attached,"PCI DSS v3.2.1/7.2.1, CIS AWS Foundations Benchmark v1.2.0/1.16, NIST.800-53.r5 AC-2, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(15), NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-6, NIST.800-53.r5 AC-6(3)",Protect > Secure access management,Low,AWS::IAM::User,iam-user-no-policies-check,Change triggered,None," This control checks whether your IAM users have policies attached. The control fails if your IAM users have policies attached. Instead, IAM users must inherit permissions from IAM groups or assume a role. By default, IAM users, groups, and roles have no access to AWS resources. IAM policies grant privileges to users, groups, or roles. We recommend that you apply IAM policies directly to groups and roles but not to users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grows. Reducing access management complexity might in turn reduce the opportunity for a principal to inadvertently receive or retain excessive privileges."
IAM.3,IAM users' access keys should be rotated every 90 days or less,"CIS AWS Foundations Benchmark v1.2.0/1.4, CIS AWS Foundations Benchmark v1.4.0/1.14, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-2(3), NIST.800-53.r5 AC-3(15)",Protect > Secure access management,Medium,AWS::IAM::User,access-keys-rotated,Periodic,," This control checks whether the active access keys are rotated within 90 days. We highly recommend that you do not generate and remove all access keys in your account. Instead, the recommended best practice is to either create one or more IAM roles or to use   federation   through AWS IAM Identity Center. You can use these methods to allow your users to access the AWS Management Console and AWS CLI. Each approach has its use cases. Federation is generally better for enterprises that have an existing central directory or plan to need more than the current limit on IAM users. Applications that run outside of an AWS environment need access keys for programmatic access to AWS resources. However, if the resources that need programmatic access run inside AWS, the best practice is to use IAM roles. Roles allow you to grant a resource access without hardcoding an access key ID and secret access key into the configuration. To learn more about protecting your access keys and account, see   Best practices for managing AWS access keys   in the   AWS General Reference   . Also see the blog post   Guidelines for protecting your AWS account while using programmatic access   . If you already have an access key, Security Hub recommends that you rotate the access keys every 90 days. Rotating access keys reduces the chance that an access key that is associated with a compromised or terminated account is used. It also ensures that data cannot be accessed with an old key that might have been lost, cracked, or stolen. Always update your applications after you rotate access keys. Access keys consist of an access key ID and a secret access key. They are used to sign programmatic requests that you make to AWS. Users need their own access keys to make programmatic calls to AWS from the AWS CLI, Tools for Windows PowerShell, the AWS SDKs, or direct HTTP calls using the API operations for individual AWS services. If your organization uses AWS IAM Identity Center (IAM Identity Center), your users can sign in to Active Directory, a built-in IAM Identity Center directory, or   another identity provider (IdP) connected to IAM Identity Center   . They can then be mapped to an IAM role that enables them to run AWS CLI commands or call AWS API operations without the need for access keys. To learn more, see   Configuring the AWS CLI to use AWS IAM Identity Center   in the   AWS Command Line Interface User Guide   ."
IAM.4,IAM root user access key should not exist,"PCI DSS v3.2.1/2.1, PCI DSS v3.2.1/2.2, PCI DSS v3.2.1/7.2.1, CIS AWS Foundations Benchmark v1.2.0/1.12, CIS AWS Foundations Benchmark v1.4.0/1.4, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3(15), NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-6, NIST.800-53.r5 AC-6(10), NIST.800-53.r5 AC-6(2)",Protect > Secure access management,Critical,AWS::::Account,iam-root-access-key-check,Periodic,None, This control checks whether the root user access key is present. The root user is the most privileged user in an AWS account. AWS access keys provide programmatic access to a given account. Security Hub recommends that you remove all access keys that are associated with the root user. This limits that vectors that can be used to compromise your account. It also encourages the creation and use of role-based accounts that are least privileged.
IAM.5,MFA should be enabled for all IAM users that have a console password,"CIS AWS Foundations Benchmark v1.2.0/1.2, CIS AWS Foundations Benchmark v1.4.0/1.10, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3(15), NIST.800-53.r5 IA-2(1), NIST.800-53.r5 IA-2(2), NIST.800-53.r5 IA-2(6), NIST.800-53.r5 IA-2(8)",Protect > Secure access management,Medium,AWS::IAM::User,mfa-enabled-for-iam-console-access,Periodic,None," This control checks whether AWS multi-factor authentication (MFA) is enabled for all IAM users that use a console password. Multi-factor authentication (MFA) adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to an AWS website, they are prompted for their user name and password. In addition, they are prompted for an authentication code from their AWS MFA device. We recommend that you enable MFA for all accounts that have a console password. MFA is designed to provide increased security for console access. The authenticating principal must possess a device that emits a time-sensitive key and must have knowledge of a credential."
IAM.6,Hardware MFA should be enabled for the root user,"PCI DSS v3.2.1/8.3.1, CIS AWS Foundations Benchmark v1.2.0/1.14, CIS AWS Foundations Benchmark v1.4.0/1.6, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3(15), NIST.800-53.r5 IA-2(1), NIST.800-53.r5 IA-2(2), NIST.800-53.r5 IA-2(6), NIST.800-53.r5 IA-2(8)",Protect > Secure access management,Critical,AWS::::Account,root-account-hardware-mfa-enabled,Periodic,None," This control checks whether your AWS account is enabled to use a hardware multi-factor authentication (MFA) device to sign in with root user credentials. The control fails if MFA isn't enabled or if any virtual MFA devices are permitted for signing in with root user credentials. Virtual MFA might not provide the same level of security as hardware MFA devices. We recommend that you use only a virtual MFA device while you wait for hardware purchase approval or for your hardware to arrive. To learn more, see   Enabling a virtual multi-factor authentication (MFA) device (console)   in the   IAM User Guide   . Both time-based one-time password (TOTP) and Universal 2nd Factor (U2F) tokens are viable as hardware MFA options."
IAM.7,Password policies for IAM users should have strong configurations,"NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-2(3), NIST.800-53.r5 AC-3(15), NIST.800-53.r5 IA-5(1)",Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,," This control checks whether the account password policy for IAM users uses strong configurations. The control fails if the password policy doesn't use strong configurations. Unless you provide custom parameter values, Security Hub uses the default values mentioned in the preceding table. The   PasswordReusePrevention   and   MaxPasswordAge   parameters have no default value, so if you exclude these parameters, Security Hub ignores number of password rotations and password age when evaluating this control. To access the AWS Management Console, IAM users need passwords. As a best practice, Security Hub highly recommends that instead of creating IAM users, you use federation. Federation allows users to use their existing corporate credentials to log into the AWS Management Console. Use AWS IAM Identity Center (IAM Identity Center) to create or federate the user, and then assume an IAM role into an account. To learn more about identity providers and federation, see   Identity providers and federation   in the   IAM User Guide   . To learn more about IAM Identity Center, see the   AWS IAM Identity Center User Guide   . If you need to use IAM users, Security Hub recommends that you enforce the creation of strong user passwords. You can set a password policy on your AWS account to specify complexity requirements and mandatory rotation periods for passwords. When you create or change a password policy, most of the password policy settings are enforced the next time users change their passwords. Some of the settings are enforced immediately."
IAM.8,Unused IAM user credentials should be removed,"PCI DSS v3.2.1/8.1.4, CIS AWS Foundations Benchmark v1.2.0/1.3, NIST.800-53.r5 AC-2, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-2(3), NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(15), NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-6",Protect > Secure access management,Medium,AWS::IAM::User,iam-user-unused-credentials-check,Periodic,," This control checks whether your IAM users have passwords or active access keys that have not been used for 90 days. IAM users can access AWS resources using different types of credentials, such as passwords or access keys. Security Hub recommends that you remove or deactivate all credentials that were unused for 90 days or more. Disabling or removing unnecessary credentials reduces the window of opportunity for credentials associated with a compromised or abandoned account to be used."
IAM.9,MFA should be enabled for the root user,"PCI DSS v3.2.1/8.3.1, CIS AWS Foundations Benchmark v1.2.0/1.13, CIS AWS Foundations Benchmark v1.4.0/1.5, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3(15), NIST.800-53.r5 IA-2(1), NIST.800-53.r5 IA-2(2), NIST.800-53.r5 IA-2(6), NIST.800-53.r5 IA-2(8)",Protect > Secure access management,Critical,AWS::::Account,root-account-mfa-enabled,Periodic,None," The root user has complete access to all the services and resources in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to the AWS Management Console, they're prompted for their user name and password and for an authentication code from their AWS MFA device. When you use virtual MFA for the root user, CIS recommends that the device used is   not   a personal device. Instead, use a dedicated mobile device (tablet or phone) that you manage to keep charged and secured independent of any individual personal devices. This lessens the risks of losing access to the MFA due to device loss, device trade-in, or if the individual owning the device is no longer employed at the company."
IAM.10,Password policies for IAM users should have strong AWS Configurations,"PCI DSS v3.2.1/8.1.4, PCI DSS v3.2.1/8.2.3, PCI DSS v3.2.1/8.2.4, PCI DSS v3.2.1/8.2.5",Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,None, This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.
IAM.11,Ensure IAM password policy requires at least one uppercase letter,CIS AWS Foundations Benchmark v1.2.0/1.5,Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,None," Password policies, in part, enforce password complexity requirements. Use IAM password policies to ensure that passwords use different character sets. CIS recommends that the password policy require at least one uppercase letter. Setting a password complexity policy increases account resiliency against brute force login attempts."
IAM.12,Ensure IAM password policy requires at least one lowercase letter,CIS AWS Foundations Benchmark v1.2.0/1.6,Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,None," Password policies, in part, enforce password complexity requirements. Use IAM password policies to ensure that passwords use different character sets. CIS recommends that the password policy require at least one lowercase letter. Setting a password complexity policy increases account resiliency against brute force login attempts."
IAM.13,Ensure IAM password policy requires at least one symbol,CIS AWS Foundations Benchmark v1.2.0/1.7,Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,None," Password policies, in part, enforce password complexity requirements. Use IAM password policies to ensure that passwords use different character sets. CIS recommends that the password policy require at least one symbol. Setting a password complexity policy increases account resiliency against brute force login attempts."
IAM.14,Ensure IAM password policy requires at least one number,CIS AWS Foundations Benchmark v1.2.0/1.8,Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,None," Password policies, in part, enforce password complexity requirements. Use IAM password policies to ensure that passwords use different character sets. CIS recommends that the password policy require at least one number. Setting a password complexity policy increases account resiliency against brute force login attempts."
IAM.15,Ensure IAM password policy requires minimum password length of 14 or greater,"CIS AWS Foundations Benchmark v1.2.0/1.9, CIS AWS Foundations Benchmark v1.4.0/1.8",Protect > Secure access management,Medium,AWS::::Account,iam-password-policy,Periodic,None," Password policies, in part, enforce password complexity requirements. Use IAM password policies to ensure that passwords are at least a given length. CIS recommends that the password policy require a minimum password length of 14 characters. Setting a password complexity policy increases account resiliency against brute force login attempts."
IAM.16,Ensure IAM password policy prevents password reuse,"CIS AWS Foundations Benchmark v1.2.0/1.10, CIS AWS Foundations Benchmark v1.4.0/1.9",Protect > Secure access management,Low,AWS::::Account,iam-password-policy,Periodic,None, This control checks whether the number of passwords to remember is set to 24. The control fails if the value is not 24. IAM password policies can prevent the reuse of a given password by the same user. CIS recommends that the password policy prevent the reuse of passwords. Preventing password reuse increases account resiliency against brute force login attempts.
IAM.17,Ensure IAM password policy expires passwords within 90 days or less,CIS AWS Foundations Benchmark v1.2.0/1.11,Protect > Secure access management,Low,AWS::::Account,iam-password-policy,Periodic,None, IAM password policies can require passwords to be rotated or expired after a given number of days.
IAM.18,Ensure a support role has been created to manage incidents with AWS Support,"CIS AWS Foundations Benchmark v1.2.0/1.20, CIS AWS Foundations Benchmark v1.4.0/1.17",Protect > Secure access management,Low,AWS::::Account,iam-policy-in-use,Periodic,," AWS provides a support center that can be used for incident notification and response, as well as technical support and customer services. Create an IAM role to allow authorized users to manage incidents with AWS Support. By implementing least privilege for access control, an IAM role will require an appropriate IAM policy to allow support center access in order to manage incidents with AWS Support."
IAM.19,MFA should be enabled for all IAM users,"PCI DSS v3.2.1/8.3.1, NIST.800-53.r5 AC-2(1), NIST.800-53.r5 AC-3(15), NIST.800-53.r5 IA-2(1), NIST.800-53.r5 IA-2(2), NIST.800-53.r5 IA-2(6), NIST.800-53.r5 IA-2(8)",Protect > Secure access management,Medium,AWS::IAM::User,iam-user-mfa-enabled,Periodic,None, This control checks whether the IAM users have multi-factor authentication (MFA) enabled.
IAM.20,Avoid the use of the root user,CIS AWS Foundations Benchmark v1.2.0/1.1,Protect > Secure access management,Low,AWS::IAM::User,use-of-root-account-test   (custom Security Hub rule),Periodic,None," As a best practice, use your root user credentials only when required to   perform account and service management tasks   . Apply IAM policies directly to groups and roles but not to users. For instructions on setting up an administrator for daily use, see   Creating your first IAM admin user and group   in the   IAM User Guide   ."
